name,code,authorName,genre
"Khroustaliov, My Car! (Khrustalyov, mashinu!)",SRCL,Joshua Iohananof,Comedy|Drama
Grass,FHY,Washington Kealy,Documentary
Lauderdale (a.k.a. Spring Break USA) (a.k.a. Spring Fever USA),CZWI,Letitia Sayburn,Comedy
"Edge of the World, The",PEGI,Mauricio Wheal,Drama|Romance
"New Kind of Love, A",KFY,Winnah Broschke,Comedy
Jakob the Liar,QPACW,Everard Slateford,Drama
Dog Days (Hundstage),OCUL,Kissie Walkley,Drama
The Facility,HCN^I,Jobie Earwicker,Horror|Sci-Fi
Wild Gals Of The Naked West,FLDM,Estele Orneblow,Comedy|Western
High Life,UFPT,Nan Tomasino,Comedy|Crime
Things Change,GFNCP,Neely Gircke,Comedy
Ingmar Bergman Makes a Movie (Ingmar Bergman gör en film),FUND,Amity Feehily,Documentary
"Van, The",AEIS,Shem Fri,Comedy|Drama
"Human Condition II, The (Ningen no joken II)",NVTR,Roda Domenici,Drama|War
Dororo,SLRC,Alameda Cancutt,Adventure|Fantasy
Following Sean,HTD,Grover Bolingbroke,Documentary
Deepstar Six,FRC^H,Mohandas Catterick,Horror|Sci-Fi|Thriller
Disraeli,CXRX,Howie Debow,Drama
The Grump,HAWK,Adiana Fetterplace,Comedy
"Rage, The",DNOW,Sayre Mavin,Horror|Sci-Fi
"Cave, The",TICC,Lion Skelton,Action|Adventure|Horror|Mystery|Sci-Fi|Thriller
Ju-on: The Grudge,TNET,Alley Beeswing,Horror
Cruel Story of Youth (Seishun zankoku monogatari),GILD,Mayer Studdert,Drama
Count Three and Pray,BONT,Hasty Randleson,Drama|Western
Sleep Furiously,STI^E,Audrye Jacob,Documentary
Heat,CHS,Denice Neumann,Comedy|Drama|Romance
Bill & Ted's Excellent Adventure,USG,Gray Phythian,Adventure|Comedy|Sci-Fi
Lost for Life,PLYAW,Merci Stanger,Crime|Documentary
Jaws 2,RFAP,Kassia Lambeth,Horror|Thriller
Whose Life Is It Anyway?,ONTXW,Hortensia Killingbeck,Drama
"Game Plan, The",ABT,Lezlie Alexandersen,Comedy
Warm Bodies,AAN,Deerdre Grigoriev,Comedy|Horror|Romance
Anna: 6-18 (Anna: Ot shesti do vosemnadtsati),STDY,Paddie Guiness,Documentary
Trick or Treat,GASS,Davina Bagnal,Horror
Glengarry Glen Ross,NFJ,Deanna Mattiazzo,Drama
Rudolph the Red-Nosed Reindeer: The Movie,STRL,Dyna Gabits,Animation|Children
Edison Force (a.k.a. Edison),MPV,Eddy Youell,Crime|Drama|Thriller
Al otro lado,DLNG^A,Cordi Ughini,Drama
Once in a Lifetime,MATR,Fianna Boothe,Comedy
"Terror, The",SPTN,Savina Prettyjohns,Horror|Mystery
"Extra Man, The",NAZ,Carolus Tolefree,Comedy
Home Alone,SHLM,Netti Olyet,Children|Comedy
"Rutles: All You Need Is Cash, The",CWAY,Jed Vere,Comedy
"Chosen One, The",UNF,Merrill Woodvine,Comedy|Drama
Like Water for Chocolate (Como agua para chocolate),EDBI,Camel Georgiev,Drama|Fantasy|Romance
God Is Brazilian (Deus É Brasileiro),HOG,Phillie Wormleighton,Adventure|Comedy|Fantasy
Before Night Falls,JSYNU,Gates Dorber,Drama
Bed & Breakfast: Love is a Happy Accident (Bed & Breakfast),INTX,Lacey Faas,Comedy|Romance
"Vikings, The",RWT,Jessie McGeown,Action|Adventure
Waydowntown,OTTR,Langsdon Ambrozewicz,Comedy
Nowhere to Run,PDEX,Truman Isacke,Action|Romance
"Good German, The",KODK.WS,Ambrosius Andrzej,Drama|Mystery|Thriller
Anvil! The Story of Anvil,WNS,Sib Oliveras,Documentary|Musical
Attila Marcel,AGEN,Drusi Simister,Comedy|Drama
City of Ember,KYO,Ludwig Liversedge,Adventure|Children|Sci-Fi
Fathers' Day,KNX,Keen Biesterfeld,Comedy
"Wedding Photographer, The (Bröllopsfotografen)",CHSP^A.CL,Estrella Penniall,Comedy|Drama|Romance
"Hole, The",RAIL,Devin Spavins,Crime|Drama|Horror|Mystery|Thriller
Beautiful Ohio,RF^B,Ginelle Duley,Comedy|Drama
Scenes from a Mall,REN           ,Nana Swanborrow,Comedy
Breast Men,DTQ,Gwyneth Durden,Comedy|Drama
We Are What We Are,LPNT,Claiborne Rahl,Drama|Horror|Mystery|Thriller
Blue,EPR,Katharine Zealander,Romance|Western
"On Guard (Bossu, Le)",NSA,Cammi Sutliff,Adventure|Drama
D-Day,OMF,Elayne Brideoke,Action|Thriller
"Queen, The",RVT,Misti Barttrum,Drama
"Hired Hand, The",COR,Rice Elia,Western
Mystery of the Wax Museum,WHG,Jillie Pixton,Horror
Yol (a.k.a. The Way),SMED,Munroe Beagrie,Drama
Lotto Land,CRVS,Valle McRorie,Drama
Nobody Wants the Night,ADRA,Sydney Emmert,Drama
"Employment, The (Empleo, El)",GUT^C,Itch Whistance,Animation|Comedy|Drama
100 Years at the Movies,OVID,Leif Petasch,Documentary
Cruel Gun Story (Kenjû zankoku monogatari),RGC,Marieann Heynel,Action|Crime|Thriller
Amy,PDLI,Margarete Shilston,Comedy|Drama
"Price of Forgiveness, The (Ndeysaan)",CDC,Gualterio Tout,Drama
"Stig-Helmer Story, The",ARES,Herbert Marchetti,Comedy|Drama
"Deep End, The",HQCL,Gideon Allenby,Drama
Ladyhawke,GIFI,Juliane Calladine,Adventure|Fantasy|Romance
"Place Promised in Our Early Days, The (Kumo no mukô, yakusoku no basho)",LDF,Caitlin Tynnan,Animation|Drama|Romance|Sci-Fi|War
"Front Page, The",LYB,Andrew Rozier,Comedy
"Black Cauldron, The",RMTI,Theresina Ede,Adventure|Animation|Children|Fantasy
"Left-Hand Side of the Fridge, The (Moitié gauche du frigo, La)",EGP,Porter Tommei,Comedy
Citizen X,NMT,Cameron Stoile,Crime|Drama|Thriller
Bad Company,BCH,Danita Angier,Action|Comedy|Crime
"Life and Times of Judge Roy Bean, The",BCLI,Cindra Poel,Comedy|Western
Judy Berlin,WFC^Y,Belinda Oxer,Drama
Naked,SWNC,Pat Kemish,Drama
Being Cyrus,FAF,Winfred Newsham,Comedy|Drama|Thriller
"Where Angels Go, Trouble Follows",PCO,Osmund Woodyeare,Comedy
Missing William,WF,Katha Foystone,Drama
Anthony Adverse,GOF,Tierney Libero,Adventure|Romance
Fanny and Alexander (Fanny och Alexander),EEX,Arvie Fairlie,Drama|Fantasy|Mystery
Princess O'Rourke,LMAT,Gunar Gueste,Comedy|Romance
Titan A.E.,USFD,Egan Grazier,Action|Adventure|Animation|Children|Sci-Fi
Paheli,AKRX,Klemens Boulder,Drama|Fantasy|Musical|Romance
"Incredibles, The",SFBS,Ailina Moseby,Action|Adventure|Animation|Children|Comedy
"Singing Detective, The",NEWR,Neile Ribeiro,Comedy|Drama|Musical|Mystery
Drunken Tai Chi (Siu taai gik),FORM,Joell Vasyukhin,Action|Comedy
The Testimony,AIR,Jedidiah Dabrowski,(no genres listed)
"Sea Gull, The",NICK,Florinda Milkins,Drama|Romance
Semper Fi,MDVX,Zelig Rubenfeld,Action|Drama
"Breakfast Club, The",NTWK,Bridget Hacket,Comedy|Drama
"Rite, The",WIFI,Ozzy Dows,Drama|Horror|Thriller
Blood Beach,ONVO,Cynthia Bergin,Horror|Mystery
Three Seasons,LOXO,Sarge Tootal,Drama
"Havre, Le",BNS,Tymon Klemencic,Comedy|Drama
Fast Food Nation,DNB,Moss Wingatt,Drama
Boy Interrupted,CMCO,Amory Glassford,Documentary
All Night Long,TAYD,Belinda McGilmartin,Drama
Pandemonium,IAG,Pooh Adam,Comedy|Horror|Mystery
Misconception,GNC,Man Walding,Documentary
Images of the World and the Inscription of War (Bilder der Welt und Inschrift des Krieges),DNR,Kristel Beckham,Documentary|War
Cast Away,CYTR,Nikkie Kops,Drama
"Funny Man, A (Dirch)",ACHN,Pat Gascoigne,Drama
"Hollywood Complex, The",MGEE,Deanna Blaase,Documentary
Patrick,ALDR,Clevey Bortolozzi,Horror|Sci-Fi|Thriller
"Sword and the Sorcerer, The",SBNA,Dorella Rose,Action|Adventure|Fantasy
"Giant of Marathon, The (Battaglia di Maratona, La)",MAC,Darill Joynes,Action|Drama|War
Stanley and Livingstone,MGI,Sue Coulthart,Adventure|Drama
"Way of the Gun, The",NVLN,Tish Niesegen,Crime|Thriller
Two Lives (Zwei Leben),RAS,Emmeline Baistow,Drama|Thriller
New York Cop (Nyû Yôku no koppu),HRMNW,Leanor Gatheridge,Action|Crime
Cool Hand Luke,CVCO,Lucienne Filisov,Drama
Gable: The King Remembered,MYF,Jolie Ellin,Documentary
Boy Meets Girl,JHX,Cathi Enevoldsen,Comedy
The Batman vs. Dracula,HBM.WS,Demeter Badcock,Action|Animation|Horror|Thriller
Dorm Daze (National Lampoon Presents Dorm Daze),LEXEB,Zondra Oswick,Comedy
Ricky Gervais: Out of England - The Stand-Up Special,XPO,Datha Bohler,Comedy
"Color of Money, The",NWLI,Perkin Wythill,Drama
Frozen Fever,UFPT,Ethelin Roulston,Adventure|Animation
You Are the Apple of My Eye,ALJJ,Holli Anshell,Comedy|Drama|Romance
"Factory, The",BBGI,Noella Pietruschka,Mystery|Thriller
"Flight of Dragons, The",PXS,Karlik Schubbert,Adventure|Animation|Children|Drama|Fantasy
Kawa,JSYNR,Adorne Edmans,Drama
Android,CNS,Leesa Yerrell,Sci-Fi
Battle in Seattle,BCRX,Almeria Lightowlers,Action|Drama
Sins of My Father,CVS,Ericha Ditch,Documentary
"Dead Girl, The",TSLA,Kevin Fiennes,Drama|Mystery|Thriller
"Outlaw Josey Wales, The",BPK,Christoforo Perroni,Action|Adventure|Drama|Thriller|Western
About Face: Supermodels Then and Now,HALL,Fredericka Krishtopaittis,Comedy|Documentary
Fog City Mavericks,NBIX,Kennie Maypes,Documentary
Coming Home,AIR,Patrice Simoncello,Drama|War
Wicked Blood,AGYS,Dari Volkes,Action|Drama|Thriller
"Witches, The (aka Devil's Own, The)",C^K,Sharlene Cossor,Horror
Valentino: The Last Emperor,ENLC,Mavra Defraine,Documentary
Affluenza,DTJ,Thadeus Pughsley,Drama
"Exorcist III, The",CBLI,Aubrette Hostan,Horror
Will It Snow For Christmas? (Y'aura-t-il de la neige à Noël?),CIA,Zebedee Scolding,Drama
Bambi,WBB,Allina Cosh,Animation|Children|Drama
Spacehunter: Adventures in the Forbidden Zone,HK.WS,Loraine January,Sci-Fi
Betty Boop's Hallowe'en Party,PBT,Antoni Josofovitz,Animation|Comedy|Horror
Gentleman's Agreement,TUTI,Raddy Lygo,Drama
Pulse (Kairo),STT^C,Leigha Thickins,Horror|Mystery|Thriller
Recollections of the Yellow House (Recordações da Casa Amarela),VIGI,Rosemarie Beckham,Comedy|Drama
Sokkotanssi,CETXW,Joella Butchard,Comedy|Drama
"Terrace, The (Terrazza, La)",KMDA,Tymon Maryan,Drama
The Stoker,MSCC,Rosy Lampert,Crime|Drama
My Way (Mai Wei),RADA,Margery Cowap,Action|Drama|War
Dylan Moran Live: What It Is,FT,Faun Gruby,Comedy
One Man's Hero,VBLT,Neale Seson,Drama|War
That Hagen Girl,STT^C,Sapphira Halkyard,Drama
Direct Action,VSTM,Wolfie Winfindale,Action|Crime|Thriller
American Hustle,ENSG,Sandor Bushill,Crime|Drama
THX 1138,DISCA,Wittie Kloster,Action|Adventure|Drama|Sci-Fi
"Amazing Panda Adventure, The",EBIX,Hugues McVitie,Adventure|Children
"Omen, The",EVRI,Yule Grealish,Horror|Thriller
Blue Spring (Aoi haru),EFR,Ludvig Tomaskunas,Drama
You're Gonna Miss Me,FTRPR,Bernita Shreenan,Documentary
Heartburn,TEO,Dean Holsey,Comedy|Drama
"Shrink Is In, The",PSB^V,Kahaleel Streader,Comedy|Romance
Dragon Ball Z: Bio-Broly (Doragon bôru Z 11: Sûpâ senshi gekiha! Katsu no wa ore da),HRTG,Florrie Duham,Action|Adventure|Animation
All About Lola (Ce que je sais de Lola) (Lo que sé de Lola),RAVN,Brigid Reeve,Romance
College,CRZO,Corliss Abrahart,Comedy
Heavens Fall,THLD,Mercedes Huguet,Drama
Silja - nuorena nukkunut,FRT,Allin Richold,Drama|Romance
Ballou,FRPT,Marti Kyteley,Documentary|Musical
Click,JRI,Adrien Popeley,Adventure|Comedy|Drama|Fantasy|Romance
Solyaris,EOG,Starr Dinis,Drama|Sci-Fi
High and Dizzy,ETB,Marshall Brambell,Comedy
"Wayward Cloud, The (Tian bian yi duo yun)",KRG,Ansel Boman,Comedy|Drama|Musical
Compulsion,GFNCP,Ilyse Blumson,Crime|Drama|Thriller
"Thousand Cuts, A",QTS,Opaline Shreeve,Thriller
Red Dawn,LAYN,Dalenna Lemm,Action|War
"Late Quartet, A",DAX,Bethanne Oene,Drama
"Devil, The (Diabel)",WEX,Gloriane McGready,Drama|Horror
Only the Strong,USPH,Lydon Scarce,Action
Memorial Day,TTGT,Ivy Duigan,Action|Drama|War
Barbarians at the Gate,SYX,Aigneis Bloxsum,Drama
Alpha and Omega,MS^G,Rebe Lasslett,Adventure|Animation|Children|Comedy|Romance
"Stupids, The",DDD,Menard Vedekhov,Comedy
U.S. Seals,CCD,Amby Roof,Action|Thriller
Right Now (À tout de suite),GEB,Leslie Ashe,Crime|Drama|Romance|Thriller
Predator 2,MDCO,Anne Ivanishev,Action|Sci-Fi|Thriller
Kill by Inches,NSTG,Dominick Carse,Fantasy|Horror|Thriller
"Matador, The",UAA,Sybila Oseman,Documentary
"Good Year, A",AMH^F,Anastasie Joffe,Comedy|Drama|Romance
Kabhi Haan Kabhi Naa,INWK,Ewell Marsh,Comedy|Drama|Musical|Romance
Hustle,RCM,Marylee Emanuelli,Crime|Drama|Mystery|Thriller
Swing Time,TTM,Roselia Reilinger,Comedy|Musical|Romance
"Private War of Major Benson, The",KNOP,Brianne Crampin,Children|Comedy|Romance
Mutants,EXLS,David Sallery,Horror|Sci-Fi
"Nameless, The (Los sin nombre)",CDNA,Joelly McGiff,Drama|Horror|Mystery
Cadillac Man,XLRN,Teirtza O'Hannen,Comedy|Crime
I Am,GCO,Lyle Rosengarten,Documentary
Ghostbusters (a.k.a. Ghost Busters),JCTCF,Sheridan Andreu,Action|Comedy|Sci-Fi
Airport '77,NRCIB,Grace Van Son,Drama
Buddies (Colegas),THST,Auguste Danneil,Adventure|Comedy
Seance on a Wet Afternoon,SIGI,Jonell Scapens,Crime|Drama|Thriller
"Autobiography of Miss Jane Pittman, The",STI.WS.B,Shauna Local,Drama
Moonshot,FOXF,Cristie Piccop,Drama
"City of Women, The (Città delle donne, La)",DSE,Bearnard Goady,Comedy|Drama
Killer McCoy,STAG^B,Shel Carnachen,Drama
"Last Days, The",MRDN,Minna Highwood,Documentary
Venice/Venice,TOO^A,Shem Gulleford,Drama
"Tough Ones, The (Häjyt)",OESX,Joellyn McGeoch,Action|Drama
"Streetcar Named Desire, A",KMB,Charity Dunbobin,Drama
Sex and Breakfast,SITE,Tamas Westcot,Comedy|Drama|Romance
"Yoo-Hoo, Mrs. Goldberg",PGRE,Reinaldo Cannam,Documentary
Allegro non troppo,DGICB,Fairleigh Haddrell,Animation|Comedy|Fantasy|Musical
Mosaic,HCAP,Olva McPhelimey,Animation
Killer Movie,MNTX,Pierette Fairall,Comedy|Horror|Mystery|Thriller
The Righteous Thief,FEIM,Iolanthe Collens,Adventure
"Christmas Toy, The",AFGH,Lothario Gravatt,Children|Musical
Safe,CSBK,Cleve Bootell,Action|Crime|Thriller
"Closer You Get, The",QQEW,Gareth Wall,Comedy|Romance
"Bride of Frankenstein, The (Bride of Frankenstein)",DTQ,Melanie Pickett,Drama|Horror|Sci-Fi
Sick Girl,SONA,Edna Johanchon,Crime|Horror|Thriller
Hamlet,SMBC,Raddie Edinborough,Crime|Drama|Romance
Return of the Street Fighter (Satsujin ken 2),JW.A,Emlynn Baleine,Action|Crime|Drama
Iraq for Sale: The War Profiteers,CLI,Rafferty Habishaw,Documentary
Promises,NFJ,Sebastien Roon,Documentary
Disaster L.A.,TCRX,Darnell Robertsson,Action|Horror|Sci-Fi
"Care Bears Movie, The",PSA^Y,Rodolphe Tickle,Animation|Children|Fantasy
It's Such a Beautiful Day,GPS,Kiah Fairburne,Animation|Comedy|Drama|Fantasy|Sci-Fi
Cruising,NNY,Phylis Durram,Crime|Drama|Thriller
"Gentle Woman, A (Une femme douce)",IBUY,Yvor Pratt,Drama
"Second Civil War, The",SAH,Kimberly Cino,Comedy|Drama
"Fog, The",JPS,Tome Pallant,Horror
Four Sons,COO,Aeriell Leipelt,Drama
"Dawn Patrol, The (Flight Commander)",NEOG,Irving Dudson,Action|Drama|War
Prime Suspect,SSW^E,Bordie Rowling,Crime|Drama|Mystery|Thriller
"Ice Rink, The (La patinoire)",MPX,Merle Frantzeni,Comedy|Romance
"Bad News Bears in Breaking Training, The",BRSS,Glen MacDermand,Comedy
Heist,OMF,Micky Andreopolos,Crime|Drama
"Inbetweeners 2, The",HCA,Waverley Moral,Comedy
Yuva,CLI,Alberto Witty,Action|Adventure|Crime|Drama
Death of a Cyclist (Muerte de un ciclista),TAHO,Gail Juara,Drama
Zotz!,SLTB,Sheree Manicom,Comedy|Fantasy|Horror
Death Warrant,BTA,Worth Marciek,Action
Chouga (Shuga),BRKL,Marve Pavelka,Drama
Dead Man Down,TCPC,Sherlocke Svanetti,Action|Crime|Drama|Romance|Thriller
Dead Space: Downfall,AGNCP,Benito Dalyell,Action|Animation|Sci-Fi
Aelita: The Queen of Mars (Aelita),GAINM,Darleen Piris,Action|Adventure|Drama|Fantasy|Romance|Sci-Fi|Thriller
"Hidden Blade, The (Kakushi ken oni no tsume)",BBY,Annissa Sherrock,Action|Drama|Romance
Too Many Cooks,PRTK,Tannie Brinded,Comedy
"Crowd, The",IIM,Whitaker Crosdill,Drama
"Mystery, Alaska",AEB,Cynthie Clues,Children|Comedy
Liberty Stands Still,SITE,Kevan Gatfield,Action|Drama|Thriller
"Ghost and Mr. Chicken, The",DSE,Joly O'Shirine,Comedy|Romance
"Young Visiters, The",AREX,Stavros Stitfall,Comedy|Romance
Jumper,BOBE,Alejandra Jeffcock,Action|Adventure|Drama|Sci-Fi|Thriller
"Dirty Dozen, The: The Fatal Mission",LARK,Rakel Henlon,Action|Adventure|War
Daayen Ya Baayen,KSM,Magdalene De Meyer,Comedy|Drama
Good Morning (Ohayô),QQQC,Berty Bratton,Comedy
"Hot Chick, The",TVIX,Ardath Chinnick,Comedy
Rocco and His Brothers (Rocco e i suoi fratelli),AGND,Rafa Noto,Crime|Drama
"Red Beret, The",ONVI,Ethelin Domke,Drama|War
Krippendorf's Tribe,HUM,Koral Eardley,Comedy
R,PEB,Larine Collaton,Drama
"Swimsuit Issue, The (Allt flyter)",GULF,Jerrilee Tregenza,Comedy|Drama
"Heroes of Telemark, The ",CTLT,Brady Harvey,Action|Drama|War
Intimate Lighting (Intimni osvetleni),DECK,Saba Wildgoose,Comedy|Drama
"Stranger Among Us, A",NEON,Felisha Fewings,Crime|Drama|Romance
"Vampir (Cuadecuc, vampir)",JJSF,Lorraine Mechi,Documentary|Horror
Skokie ,HCP,Ede Walkling,Drama
"Mother, Jugs & Speed",NE,Mickie MacCook,Comedy
Cleopatra,ACWX,Oneida Fitzsimon,Comedy|Drama
"Beekeeper, The (O melissokomos)",GNVC,Sergeant Bompass,Drama
"First Day of the Rest of Your Life, The (Le premier jour du reste de ta vie)",NQP,Kellby Rickets,Comedy|Drama
Metropolis,CFA,Christine Prodrick,Drama|Sci-Fi
Criminal Justice,WHLM,Gardiner Bonefant,Drama
Derrida,EGLT,Rudie Arnli,Documentary
Shaft in Africa,EPIX,Dolph Basketter,Action|Crime
Apocalypto,AWRE,Marlo Greeno,Adventure|Drama|Thriller
The Flower in His Mouth,MRTX,Kincaid MacFaell,Drama|Mystery
Darwin's Nightmare,LBF,Binni Swindlehurst,Documentary
Nymph,AMH^A,Stanleigh Sparkwell,Fantasy|Horror
Act Da Fool,MFT,Cole Yerrington,(no genres listed)
Adios Sabata,MPA,Kasey O'Downe,Action|War|Western
"Oh, God! Book II",IPGP,Zelda Garrett,Comedy
Little Darlings,BUD,Brennen Gronav,Drama
"Brown Bunny, The",PEP,Garrot Dellatorre,Drama
September Dawn,KYN^F,Hildagard Schroder,Drama|Romance|Western
Razortooth,LCII,Gabi Prestie,Action|Horror|Sci-Fi|Thriller
I'm Here,CBRL,Felike Arnholz,Drama
"American Tail: Fievel Goes West, An",CNCR,Melitta Haith,Adventure|Animation|Children|Musical|Western
Sniper,SEED,Janie Waulker,Action|Drama
Nell,NVLN,Leeanne Alltimes,Drama
"Reluctant Debutante, The",ALG,Gasper Fassan,Comedy|Drama
"Return of the Magnificent Seven, The (a.k.a. Return of the Seven)",TTEK,Vivian Northbridge,Western
Last Chance,NTRS,Stacee Capin,Comedy
Admiral,FPAY,Porty Launder,Drama|War
Superhero Movie,HVBC,Bryan Curmi,Action|Comedy|Sci-Fi
Amuck!,LVHD,Rafa Stace,Drama|Horror|Mystery
Scooby-Doo! Camp Scare,KEYW,Ianthe Bence,Adventure|Animation|Children|Comedy|Mystery
Snowpiercer,CC,Etheline Gwynne,Action|Drama|Sci-Fi
Loins of Punjab Presents,BHACW,Annabella Vockins,Comedy
"Long Way Home, The",EGT,Loreen McVee,Documentary
"Final Inquiry, The (Inquiry, The) (inchiesta, L')",POL,Hayley Perroni,Adventure|Drama|Mystery
Amer,MCD,Tierney Rouby,Drama|Horror
"Big Hangover, The",RJF,Lin Landrieu,Comedy
Love at the Top,GALT,Eadie Bleasdille,Comedy|Drama
Connie and Carla,FTGC,Humfrey McLise,Comedy
"Locals, The",UBCP,Peggie Keggins,Horror|Thriller
Redirected,TWTR,Chaddy Fillon,Action|Comedy|Crime
"Hitch Hikers Guide to the Galaxy, The",EZT,Monica Sauter,Adventure|Comedy|Sci-Fi
"Big Town, The",PMD,Cletus Ducker,Drama|Romance|Thriller
Evocateur: The Morton Downey Jr. Movie,HWCC,Timoteo Gentry,Documentary
Millions,FRAN,Reece Buff,Children|Comedy|Crime|Drama|Fantasy
Mirage Men,MPAC,Shaina Mill,Documentary
Seven Thieves,PHK,Gaye Habgood,Crime|Drama
"Next Step, The",MELR,Tybalt Lehrer,Drama
Street Fight,AVT,Sharona Guys,Documentary
"Woman in The Septic Tank, The (Ang Babae sa septic tank)",FIBK,Janot Steven,Comedy|Musical
Asterix vs. Caesar (Astérix et la surprise de César),AKAO,Margot Sybry,Adventure|Animation|Children|Comedy
To Hell and Back,USB^M,Francis Bruty,Action|Drama|War
Non-Stop,AIV,Maje Matzeitis,Drama|Mystery|Thriller
"Moment After, The",EOI,Serena Drayson,Drama|Sci-Fi|Thriller
A Home at the End of the World,HTHT,Carma O'Fogerty,Drama|Romance
Disaster Movie,HQCL,Arlee Chell,Comedy
Onionhead,EXPE,Bertrando Guynemer,(no genres listed)
You Kill Me,AMTX,Sergent Snaith,Comedy|Crime|Thriller
Transistor Love Story (Monrak Transistor),MFCB,Kathy Barbera,Comedy|Drama|Musical|Romance
"Monkey's Tale, A (Château des singes, Le)",HTBK,Luciano Kohring,Animation|Children
Shaka Zulu: The Citadel,NCI,Antonetta Sayse,Drama
"Decade Under the Influence, A",NXTD,Annelise Darlasson,Documentary
Saving Private Ryan,ZTS,Roderic Hunstone,Action|Drama|War
One for the Money,ABR^B,Gill Buckles,Action|Comedy|Crime
"Topo, El",KEF,Manya Heinz,Fantasy|Western
Future by Design,CNMD,Berke Gaiter,Documentary|Sci-Fi
The Case of the Scorpion's Tail,MOTA,Cirillo Barthrup,Mystery|Thriller
Letter from Siberia,WTR,Taite Avison,(no genres listed)
"Chipmunk Adventure, The",DHIL,Allie Bridge,Adventure|Animation|Children|Comedy|Fantasy|Musical
Shadowlands,TRUP,Robinett Gilhouley,Drama|Romance
Red Cliff (Chi bi),CPLP,Lucia Cordaroy,Action|Adventure|Drama|War
Zookeeper,QADB,Fabien Cornely,Comedy
Porco Rosso (Crimson Pig) (Kurenai no buta),FCAU,Ulrike Wakelin,Adventure|Animation|Comedy|Fantasy|Romance
Carnosaur 3: Primal Species,SENEA,Wendall Kohlert,Horror|Sci-Fi
"Thin Red Line, The",BKHU,Grissel Johanssen,Action|Drama|War
Out to Sea,HYH,Lyon Kennea,Comedy
"Man from the Future, The (O Homem do Futuro)",SWM,Lesly Domenc,Comedy|Fantasy|Sci-Fi
Black Rainbow,QPAC,Dorris Eastridge,Thriller
Diggers,VVV,Marji Gowar,Comedy|Drama
Looking for Comedy in the Muslim World,NCIT,Toma Dennistoun,Comedy
Take Out,DRYS,Jammal Berrey,Drama
Razortooth,CYH,Yance Dineen,Action|Horror|Sci-Fi|Thriller
Leave,BMI,Faulkner Jachimczak,Drama|Thriller
"Adventures of Hajji Baba, The",CARA,Tiebout Kernaghan,Action|Adventure|Romance
Charlie St. Cloud,CFR^A,Annecorinne Rowlinson,Drama|Fantasy|Romance
Get Shorty,SOV^C,Eldridge Strettell,Comedy|Crime|Thriller
Private Detective 62,WMGI,Astra Digby,Comedy|Crime|Drama
Coffee and Cigarettes,HSGX,Michele Sisland,Comedy|Drama
Animal House,ANH^A,Irma Iredale,Comedy
Killing Us Softly 3,FLN,Alphonse Walklate,Documentary
Phat Beach,TVIX,Tuckie Cosbee,Comedy
Tongan Ninja,FGP,Jecho Bruton,Action|Adventure|Comedy
Sarraounia,G,Dianemarie Canepe,Drama|War
Gentlemen Prefer Blondes,PPP,Ninetta Bowlas,Comedy|Musical|Romance
City in the Sea,HMTA,Fredric Chatell,Adventure|Fantasy|Sci-Fi
Karla,ARNC^B,Doug Rue,Crime|Drama|Thriller
"Rising Place, The",THST,Phineas Croson,Drama
Cuba,ARCB,Conan Rowsell,Action|Adventure|War
Larks on a String (Skrivánci na niti),AZUL,Aviva Yurshev,Comedy|Drama|Romance
What's Your Number?,SPNE,Elisabeth Geke,Comedy|Romance
Shadow of the Thin Man,OPHC,Johann Heyfield,Comedy|Crime|Mystery
"Beaches of Agnes, The (Plages d'Agnès, Les)",ATHX,Jayson Wallas,Documentary
Fairhaven,CMRE^B,Waverley Isles,Drama
Blind,INFY,Lee Snoday,Drama
Trick 'r Treat,MHK,Tamqrah Dyett,Comedy|Horror|Thriller
Comrade X,CMD,Ivor Crottagh,Comedy|Drama
Turn of Faith,RFAP,Vittoria McCaughey,Crime|Drama
"Corbeau, Le (Raven, The)",SN,Pansie Meekin,Crime|Drama|Thriller
"Long Night, The",ASPS,Nathanil Champain,Crime|Drama|Film-Noir|Romance|Thriller
Dark Portals: The Chronicles of Vidocq  (Vidocq),STLD,Laina Denzilow,Action|Crime|Fantasy
One Magic Christmas,NADL,Westleigh Ekless,Drama|Fantasy
Big River Man,AWK,Yovonnda Gower,Documentary
"Brown Bunny, The",VMW,Shirl Denacamp,Drama
Lucky You,RRC,Lynn Vautier,Comedy|Drama
Stargate SG-1 Children of the Gods - Final Cut,WERN,Ranique Pindar,Adventure|Sci-Fi|Thriller
Beyond The Hills,ATI,Rowen Ronald,Drama
And So It Is,CATO,Law Pavlata,Drama
Crazy for Christmas,RA,Rhodie Agutter,Children
Zombieland,MCBC,Flossi Highnam,Action|Comedy|Horror
Death Sentence,ARLP,Parker Kewley,Drama|Thriller
Invasion of the Body Snatchers,SRC,Elmira Bryning,Horror|Mystery|Sci-Fi|Thriller
Jackass Presents: Bad Grandpa .5,NEE^Q,Livvy Sappell,Comedy|Documentary
The Other Side of the Mountain,LJPC,Sharline Sans,Drama
The New Girlfriend,TY,Bryana Dunbleton,Drama
Mr. Moto in Danger Island,IDRA,Theo Blaxley,Crime|Drama|Mystery|Thriller
The Last Station,AF^C,Cyrillus Buttriss,Drama
"Phantom, The",FYX,Sonny Barnett,Action|Adventure|Crime|Fantasy
Halls of Montezuma,OFIX,Alyson Espinazo,Adventure|War
