name,code,authorName,genre
Get Hard,507,Vachel Raffles,Comic
"Woman of Affairs, A",508,Shayne Whellans,Fabula
Song of the Thin Man,509,Aeriel Lightbourn,Educacion
U-571,510,Ericha Bromhead,Fabula
Show,511,Clari Renzo,Educacion
"Extraordinary Adventures of Mr. West in the Land of the Bolsheviks, The (Neobychainye priklyucheniya mistera Vesta v strane bolshevikov)",512,Brandy MacLeese,Comic
Feet First,513,Burgess Lilley,Comic
Salmon Fishing in the Yemen,514,Charline Mc Carroll,Comic
MacArthur,515,Fifi Epinoy,Educacion
"Man of the Year, The (O Homem do Ano)",516,Karlens Shelton,Educacion
"Human Condition II, The (Ningen no joken II)",517,Ortensia Kohter,Comedia
Beyond the Rocks,518,Zeke Powney,Educacion
"NeverEnding Story, The",519,Jacki Teacy,Romantico
Without a Paddle: Nature's Calling,520,Nonie Delcastel,Comic
Renaissance,521,Wyndham Lucio,Comic
City of Industry,522,Aaron Roseaman,Comic
War of the Shaolin Temple (Shao Lin shi san gun seng),523,Fran Brothers,Comedia
Army of Darkness,524,Rube Beiderbeck,Comic
Black Pond,525,Kristel Lorans,Comic
Mushrooming (Seenelkäik),526,Gertrudis Northage,Fabula
Cleopatra,527,Dermot Ludwell,Fabula
"Other End of the Line, The",528,Basilius Duer,Comic
Broadway Melody of 1940,529,Leighton Ferryn,Educacion
"Captain Newman, M.D.",530,Meara Carrane,Comic
"Anthropophagus: The Grim Reaper (Antropophagus) (Man Beast) (Savage Island, The) (Zombie's Rage, The)",531,Bria Grier,Comedia
Red Angel (Akai tenshi),532,Ashly Sewart,Comedia
Chicken Run,533,Joelie Trattles,Comic
"Trumpet of the Swan, The",534,Cheryl Rathe,Fabula
Le Mans,535,Emalee Broyd,Fabula
"Butcher, The (Boucher, Le)",536,Charmian Antognoni,Comic
"Great King, The (Der große König)",537,Jakie Beton,Educacion
MVP: Most Valuable Primate,538,Shayna Duker,Comic
"Grandpa for Christmas, A (Bert & Becca)",539,Marian Fackney,Romantico
UHF,540,Bernadette Wickins,Educacion
Darby O'Gill and the Little People,541,Portia Drew-Clifton,Fabula
Dark Woods (Villmark),542,Tommie Prisk,Comic
"Avengers, The",543,Cloris Columbine,Comedia
Beastmaster 2: Through the Portal of Time,544,Karole Rodolphe,Romantico
Life of Pi,545,Ida Brodeur,Comic
Undertow (Contracorriente),546,Merline McCoy,Comic
"Région centrale, La",547,Arlene Coad,Comic
"Glass Menagerie, The",548,Carlie Armstead,Comic
"I Love You, Don't Touch Me!",549,Bria Foad,Comic
The Spiritual Boxer,550,Anni Dyos,Romantico
Herbie Goes to Monte Carlo,551,Willetta Bulley,Comic
Butterfly Girl,552,Fair Fairbourn,Educacion
More Than a Game,553,Roarke Kenwyn,Comic
Date Night,554,Florian Collum,Fabula
"Majority of One, A",555,Felicio Croal,Romantico
Pigskin Parade,556,Kore Glasbey,Educacion
"Fantastic Four, The",557,Saunders Penn,Comic
Son of God,558,Isidora Cheese,Educacion
"Girl, Interrupted",559,Deirdre Dytham,Comic
Holidays by the Sea (Ni à vendre ni à louer),560,Chelsie Pingstone,Fabula
Heavenly Forest,561,Eveline Livingstone,Comic
Out of Time,562,Robinetta McKinlay,Fabula
My Darling Clementine,563,Jeromy Cleere,Fabula
Gifted Hands: The Ben Carson Story,564,Shelley Rowlson,Comic
Vampire's Kiss,565,Dareen Crosland,Comic
Alien Trespass,566,Ninnetta Hyndman,Comic
Instinct,567,Jobi Betser,Comic
El tren de la memoria,568,Rosene Collerd,Comic
Someone's Watching Me!,569,Sosanna McGiffin,Comedia
"Addams Family, The",570,Udell Lerhinan,Educacion
"Cheat, The",571,Norbie Wyburn,Comic
Sixpack (Pussikaljaelokuva),572,Barb Baseggio,Comic
Fed Up,573,Lin Jeal,Educacion
DOA: Dead or Alive,574,Claire Penswick,Fabula
Lady Chatterley's Lover,575,Eada Hogsden,Fabula
Prince Avalanche,576,Reba Abreheart,Educacion
Carnosaur 2,577,Vincenz Winwood,Comic
"Django the Bastard (Strangers Gundown, The) (Django il bastardo)",578,Meghann Hammerich,Comic
Mourning Becomes Electra,579,Ashton Thomson,Comic
Let It Snow,580,Sanderson Batty,Comedia
Watercolors,581,Grange Camolli,Comic
Scooby-Doo! Camp Scare,582,Clevey Snook,Educacion
Poison Ivy: New Seduction,583,Sheffield Caccavari,Comic
"Children Are Watching Us, The (Bambini ci guardano, I)",584,Othella Gandar,Fabula
13 Beloved (13 game sayawng),585,Marion Braithwait,Educacion
Mamma Mia!,586,Lacy Gossop,Comic
Rabbit Without Ears 2 (Zweiohrküken),587,Caitlin Le Noire,Comic
Your Life in 65 (Tu vida en 65'),588,Douglas Wallach,Educacion
The Batman vs. Dracula,589,Zaneta Colthard,Comic
Riviera,590,Luci Greystoke,Fabula
Zelig,591,Saloma Tremaine,Comedia
Love Loves Coincidences,592,Quentin Deppe,Educacion
Whore,593,Judon Goodbur,Comic
Lucky Star,594,Sandor Moorman,Comic
Varan the Unbelievable,595,Katey Pitney,Comic
"Munekata Sisters, The (Munekata kyôdai)",596,Lorette Smoth,Educacion
This Christmas,597,Jessika Peacock,Comic
Serena,598,El Woolland,Comic
Easy Money 2 (Snabba cash II),599,Curr Nellen,Fabula
"Criminal, The (a.k.a. Concrete Jungle)",600,Harri Streetfield,Comic
Four Rooms,601,Max Chiommienti,Fabula
In God We Teach,602,Molli Mantione,Fabula
Mad Dog Time,603,Corry Clewer,Educacion
"Fighting Spirit, The",604,Alie Gooderridge,Fabula
Godzilla's Revenge (Gojira-Minira-Gabara: Oru Kaijû Daishingeki) (All Monsters Attack),605,Myrlene Bickersteth,Comic
Instructions Not Included (No se Aceptan Devoluciones),606,Jenn Bridgett,Educacion
It's My Mother's Birthday Today,607,Lucine Apperley,Fabula
Sabah,608,Dickie Ramsby,Comic
Shoot 'Em Up,609,Harri Lovitt,Comic
No Holds Barred,610,Harris Lively,Comic
Company Man,611,Trixi Castagna,Comic
Man of Steel,612,Dorothee Alyukin,Comic
Stars,613,Jean Boundley,Educacion
House of Frankenstein,614,Blinnie O'Mannion,Fabula
"Scarlet Clue, The (Charlie Chan in the Scarlet Clue)",615,Bary Kesteven,Educacion
"Hard Day's Night, A",616,Arlen Wesley,Comic
Nude for Satan (Nuda per Satana),617,Wakefield Tansly,Comic
"Fan, The",618,Noah Upsale,Comic
In Eagle Shadow Fist (Ding tian li di) (Fist of Anger),619,Almeta Sumbler,Comedia
Conan the Barbarian,620,Rabi McGoon,Comedia
Lesbian Vampire Killers,621,Seka Snozzwell,Comic
We'll Never Have Paris,622,Alano Tomovic,Educacion
"Truce, The (a.k.a. La Tregua)",623,Denney Sutherby,Comic
16 to Life,624,Velvet Roggeman,Comic
Trailer Park Boys: Countdown to Liquor Day,625,Berkie Choak,Comic
Color Me Blood Red,626,Germayne McCobb,Fabula
Terumae romae (Thermae Romae),627,Tom Dash,Comic
"Flying Scotsman, The",628,Barbette Dmitrienko,Comic
Touki Bouki,629,Wadsworth Reedie,Comic
European Vacation (aka National Lampoon's European Vacation),630,Libbey Bielfelt,Comic
"Mean Season, The",631,Nickie Knappett,Educacion
Die Another Day,632,Raffaello Johnson,Comic
Far North,633,Eada Trethewey,Comic
BloodRayne,634,Aili Stroband,Comedia
High Society,635,Keven Hambridge,Comic
Jeopardy (a.k.a. A Woman in Jeopardy),636,Corbin Simeon,Fabula
"Hunchback of Notre Dame, The",637,Kennie Keynd,Educacion
"Monkey in Winter, A (Un singe en hiver)",638,Brig Maling,Comic
Ajami,639,Roch Gimlet,Comic
Beneath Hill 60,640,Hermia Pillifant,Comic
C.R.A.Z.Y.,641,Tirrell Pitson,Comic
Mike's New Car,642,Dov Crolly,Comic
Don't Torture a Duckling (Non si sevizia un paperino),643,Berri Alfonso,Comic
Puppet Master II,644,Rafe Petren,Comic
Beau Pere (a.k.a. Stepfather) (Beau-père),645,Horton Thewless,Comic
Side Street,646,Daffie Joderli,Educacion
Style Wars,647,Aindrea Doolan,Educacion
Tom & Thomas,648,Bonnee Crocombe,Comic
"Fifth Cord, The (Giornata nera per l'ariete)",649,Moritz Taill,Educacion
The Last Station,650,Korella Euston,Comic
Child Bride,651,Webb Cheater,Comic
Stockholm Stories,652,Fielding Mundford,Comic
Viva Riva!,653,Tibold Bendtsen,Comic
Plenty,654,Valery Gerardi,Comic
The Odyssey,655,Philipa Mayger,Comedia
"White Hell of Pitz Palu, The (Die weiße Hölle vom Piz Palü) ",656,Madalena Chance,Comic
Forklift Driver Klaus: The First Day on the Job,657,Pippa Fairhead,Comic
"Willow Tree, The (Beed-e majnoon)",658,Brucie Hundy,Comic
Trembling Before G-d,659,Conni Huntington,Fabula
Gregory Crewdson: Brief Encounters,660,Cecilio Zecchinelli,Comic
Vampire in Brooklyn,661,Nonna Stanion,Fabula
Louis C.K.: Hilarious,662,Byron Truelock,Comic
Enid Is Sleeping,663,Tyler Tillot,Romantico
Onibi: The Fire Within,664,Bendick Pill,Educacion
For Whom the Bell Tolls,665,Aubrie Mandal,Comic
Killing Me Softly,666,Ashlie Gedney,Fabula
"Philosophers, The (After The Dark)",667,Ulrick Dobsons,Comic
"Good Marriage, A (Beau mariage, Le)",668,Concettina Yell,Comic
Get Crazy,669,Paxton Cains,Comic
Kahlekuningas,670,Joaquin O'Curran,Fabula
"Murder, My Sweet",671,Cherie Matasov,Comic
"Ace in the Hole (Big Carnival, The)",672,Fernando Dell Casa,Comic
"Fall of the House of Usher, The (House of Usher)",673,Whitney Lewsey,Comic
Ichi the Killer (Koroshiya 1),674,Belia Wales,Cuento
Cabaret,675,Othelia Huchot,Comic
Tunes of Glory,676,Bo Gentle,Educacion
Carnival of Souls,677,Orland Epsley,Comedia
"Horseman on the Roof, The (Hussard sur le toit, Le)",678,Corabel Moughton,Educacion
"Order, The",679,Rinaldo Trevaskiss,Comedia
"Saddest Music in the World, The",680,Leona Pinder,Romantico
At the Death House Door,681,Lynda Titcomb,Educacion
The Police Can't Move,682,Zia Tidcomb,Educacion
"Foreign Affair, A",683,Adan Proppers,Romantico
Doogal,684,Sella Orys,Comic
Beautiful,685,Bar Fozzard,Comic
"Town Called Panic, A (Panique au village)",686,Ambros Milson,Comic
"No Retreat, No Surrender",687,Valerie Barrat,Comic
"Sandpiper, The",688,Ev Jackson,Cuento
"Little Indian, Big City (Un indien dans la ville)",689,Lambert Grund,Educacion
Grand Hotel,690,Annora Stavers,Comic
Bandit Queen,691,Sonnie Mangeney,Educacion
49 Up,692,Rosene Canto,Educacion
"House of Seven Corpses, The",693,Jock Casterton,Comic
Brother Orchid,694,Lorry Willans,Comic
Come Undone (Cosa voglio di più),695,Griffith Moyles,Educacion
Circus,696,Desirae Dunkley,Comic
Before I Disappear,697,Idaline Killelea,Comic
Slingshot Hip Hop,698,Layne Maisey,Educacion
Vietnam in HD,699,Oralee MacCleay,Educacion
Toys,700,Bell Tombs,Comic
Mutant Chronicles,701,Kathleen Binham,Comic
Food Matters,702,Chick Flint,Comic
DuckTales: The Movie - Treasure of the Lost Lamp,703,Margalo Coyte,Comic
Best of the Best 3: No Turning Back,704,Morrie Cunrado,Comic
Revenge of the Electric Car,705,Merry Hinsch,Fabula
"Magic Voyage of Sindbad, The (Sadko)",706,Codi Pumfrett,Comic
Mackenna's Gold,707,Rutter Wilcot,Comic
Below,708,Esteban McGarry,Comedia
"Father of My Children, The (Le père de mes enfants)",709,Selig Calwell,Comedia
Meet Wally Sparks,710,Brinn Hasnney,Educacion
"Adventures of Food Boy, The (aka High School Superhero)",711,Emmott Pidgin,Educacion
I Shot a Man in Vegas,712,Wain Meecher,Educacion
Wake in Fright,713,Valida Oland,Comic
"Detective, The",714,Ofelia Easterby,Romantico
Teen Spirit,715,Iggie Penrice,Comic
Severance,716,Lanny Rikel,Educacion
"Soldier's Story, A",717,Karry Andre,Educacion
Love Affair,718,Ewen Colchett,Educacion
Zatoichi's Flashing Sword (Zatôichi abare tako) (Zatôichi 7),719,Mallory Jedrych,Educacion
Great Escape: The Untold Story,720,Luelle Surgey,Comic
"Incubus, The",721,Eula Ruos,Romantico
Any Wednesday (Bachelor Girl Apartment),722,Myriam Kassman,Comic
My Brilliant Career,723,Candy Sinnock,Fabula
"Guard, The",724,Celka Macilhench,Educacion
Ouija,725,Rosanne Fairleigh,Comic
"Christmas Story 2, A",726,Ted Blose,Comic
"Chinese Ghost Story, A (Sinnui yauwan)",727,Penn Boddymead,Ilustrado
"Magic Gloves, The (Los guantes mágicos)",728,Paten Hance,Comic
Seas Beneath,729,Harland Brand,Comedia
"Violent Cop (Sono otoko, kyôbô ni tsuki)",730,Joela Kiddell,Romantico
Cops and Robbersons,731,Swen Baggally,Romantico
Carnal Knowledge,732,Abram Falloon,Educacion
Wonder Boys,733,Bran Eyer,Comedia
Trick,734,Buddy Busek,Educacion
"Piano Teacher, The (La pianiste)",735,Barbey Dallywater,Educacion
From Beyond the Grave (Creatures),736,Bartholomeus Reveland,Comic
"Englishman Who Went Up a Hill But Came Down a Mountain, The",737,Kenna Claiton,Comic
Fantomas,738,Marcille Dunnet,Educacion
Hot Shots! Part Deux,739,Drusi Weatherhead,Educacion
Top Hat,740,Mathe Fayerman,Educacion
Choking Man,741,Paolina Eayrs,Educacion
Brothers of the Head,742,Freida Stockdale,Educacion
"Man with Bogart's Face, The",743,Jessie Readmire,Educacion
"Stolen Collection, (Skradziona kolekcja)",744,Demeter Handscomb,Comic
Return of the Street Fighter (Satsujin ken 2),745,Gerhard Wicks,Comic
"Phenix City Story, The",746,Kathe McHugh,Comic
Boca,747,Clemence Fullard,Educacion
Blood River,748,Leann Measom,Comic
"Man Who Loved Women, The",749,Lea Greave,Comic
Trails (Veredas),750,Alethea Chasteau,Comic
Destiny (a.k.a. Between Two Worlds) (Der müde Tod),751,Washington Guilliatt,Comic
Ivul,752,Wolfy Meffen,Ilustrado
Urban Menace,753,Gerladina Mushawe,Comic
"Muppets Take Manhattan, The",754,Kenyon Cristofari,Fabula
"Pandora's Box (Büchse der Pandora, Die)",755,Kimberlee Oliphand,Educacion
Look Both Ways,756,Debi Helling,Fabula
Triangle,757,Ambrose Northridge,Fabula
"Case of the Grinning Cat, The (Chats perchés)",758,Catrina Graalman,Educacion
K.G. (Karate Girl),759,Antonin Bartholat,Comic
Spinout,760,Terry Allen,Comic
"Hail Mary ('Je vous salue, Marie')",761,Arleyne Becken,Comic
Justice League: The Flashpoint Paradox,762,Eve Newis,Educacion
Shooting Fish,763,Adolphus Camamill,Comic
Duel,764,Gillie Clackson,Comic
"Rocks (Rad, Das)",765,Jorgan Loach,Educacion
"3rd Voice, The",766,Moises Hearfield,Comic
Crazy Kind of Love,767,Pennie Thurborn,Comic
Lucky Star,768,Ella Lambregts,Fabula
Free Radicals:  A History of Experimental Film,769,Ardith Bortolutti,Fabula
"Taming of the Shrew, The",770,Aaren Raiment,Comic
Eddie Izzard: Dress to Kill,771,Danit Lambell,Comic
"Double Life of Veronique, The (Double Vie de Véronique, La)",772,Yolande Fowlds,Fabula
"Return of Don Camillo, The (Retour de Don Camillo, Le)",773,Lani Weagener,Comic
Bye-Bye,774,Dionne Loades,Comic
Slim Susie (Smala Sussie),775,Hayyim D'Antuoni,Educacion
Debtocracy,776,Conn McLaughlin,Educacion
Love Jones,777,Patsy Stit,Fabula
"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A)",778,Bethena Sleightholme,Comic
Samaritan Zatoichi (Zatôichi kenka-daiko) (Zatôichi 19),779,Burch Kloster,Fabula
Wadjda,780,Corrianne Veregan,Educacion
Budrus,781,Meir Scotson,Educacion
"Official Story, The (La historia oficial)",782,Nelson Spaice,Fabula
"40-Year-Old Virgin, The",783,Herschel Metherell,Educacion
Pandemonium,784,Katrina Fanton,Comic
Now Is Good,785,Cleavland Jayne,Romantico
"Wise Kids, The",786,Lorianna Millberg,Romantico
"Guy Named Joe, A",787,Pen Oddey,Educacion
As Cool As I Am,788,Gaynor McCandie,Comic
"Big Bang, The",789,Sophie Cassie,Comic
"Outlaw, The (Lope)",790,Solly Barltrop,Educacion
Mysterious Mr. Moto,791,Fredelia McTurley,Comic
"Housewarming (Travaux, on sait quand ça commence...)",792,Veronica Planke,Comic
"Time Masters (Maîtres du temps, Les)",793,Salomone Gaule,Educacion
Johnny Be Good,794,Carolynn Kitchingman,Educacion
Eden,795,Barbaraanne Foskin,Fabula
Nico Icon,796,Katharyn Seeler,Comic
Last Train Home,797,Kai Castillo,Comedia
Zatoichi the Outlaw (Zatôichi rôyaburi) (Zatôichi 16),798,Regan Durak,Comic
Body/Cialo,799,See Jurczak,Comic
Perrier's Bounty,800,Elberta Sarfatti,Comedia
Rocky,801,Huey Ivanyukov,Comic
Breakheart Pass,802,Lefty Redman,Educacion
Death Takes a Holiday,803,Chrystel Wisson,Comic
"Occupants, The",804,Bartholemy Cornfoot,Comic
Taipei Exchanges (Di 36 ge gu shi),805,Dorice Toulmin,Comic
"Child's Christmas in Wales, A",806,Dara Yendle,Educacion
Blackout,807,Andriette Welberry,Comic
Black Sunday,808,Jacenta Denman,Educacion
"Friend of the Deceased, A (Priyatel pokonika)",809,Kipp Tome,Fabula
Runaway Jury,810,Marylinda Ramey,Ficcion
Encino Man,811,Lief Rustadge,Comic
Conan the Barbarian,812,Mendel Lowndesbrough,Fabula
Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre),813,Byron Holson,Comedia
"Blood of a Poet, The (Sang d'un poète, Le)",814,Perry Tatford,Comic
Amazonia,815,Lotta Alexandrescu,Fabula
Joulupukki ja noitarumpu,816,Dredi Callery,Educacion
The Man Without a Map,817,Inna Purvess,Comic
Beloved Berlin Wall (Liebe Mauer),818,Jojo Drayson,Fabula
Sergeant Körmy and the Underwater Vehicles (Vääpeli Körmy ja vetenalaiset vehkeet),819,Kaspar Singh,Comic
Eat,820,Whitman O' Driscoll,Educacion
Hackers,821,Leeland Bear,Comedia
We Are Marshall,822,Tam Wyatt,Fabula
Meu Passado Me Condena: O Filme,823,Claiborne McLachlan,Comic
True Heart Susie,824,Clovis MacTavish,Fabula
Patriot Games,825,Gregor Beckinsall,Comic
Mega Piranha,826,Kendall Elintune,Cuento
Limuzins Janu nakts krasa,827,Clarence Werendell,Comic
Primer,828,Dewie Brigg,Fabula
"Man Who Cried, The",829,Brendan Dallosso,Fabula
"Middle of the World, The (O Caminho das Nuvens)",830,Egor Totaro,Comic
People Will Talk,831,Herschel Scrowton,Fabula
Pollock,832,Jarrett O'Dooghaine,Comic
Drowning by Numbers,833,Crista Puttick,Educacion
Which Way Is Up?,834,Burnaby Kaiser,Comic
Du côté de la côte,835,Karalynn Geraudy,Romantico
SUBWAYStories: Tales from the Underground,836,Dianne Ettery,Educacion
"Betrayal, The (Nerakhoon)",837,Mohammed Van Arsdalen,Comic
"Young Lions, The",838,Warner Heistermann,Educacion
"Scenic Route, The",839,Kalvin Sleight,Comic
Margaret's Museum,840,Beaufort Windibank,Comic
Candy,841,Rance Mowbray,Fabula
"Monster, The",842,Kellsie Hathway,Comic
Elephants Dream,843,Bartholomew Spelling,Educacion
Motocrossed,844,Filia Kummerlowe,Ficcion
"County Teacher, The (Venkovský ucitel)",845,Carolee Harbor,Comic
"Loving Story, The",846,Eduardo Pickersail,Comic
Here Comes the Groom,847,Kelley Massingham,Comic
"Legend of Leigh Bowery, The",848,Cally Cape,Comic
"Million Dollar Duck, The (a.k.a. $1,000,000 Duck)",849,Silvan Tosspell,Comedia
Shopgirl,850,Constantia Duckham,Educacion
World War Z,851,Rudyard Knevet,Comedia
Flower in Hell (Jiokhwa),852,Danie Isaacs,Comic
Bloody Pit of Horror (Il boia scarlatto) (Virgins for the Hangman),853,Roldan Charlet,Educacion
"Woman Always Pays, The (Afgrunden) (Abyss, The)",854,Rickert Probin,Comic
Step Into Liquid,855,Jock Scurrell,Comic
Barbarosa,856,Weider Dominicacci,Educacion
Over the Brooklyn Bridge,857,Shaylah Warriner,Fabula
Used Cars,858,Delmor Willans,Educacion
Carmen Jones,859,Vassily Gallemore,Educacion
Shaolin Temple 3: Martial Arts of Shaolin (Nan bei Shao Lin) (Martial Arts of Shaolin),860,Shay McTrusty,Educacion
Our Paradise (Notre paradis),861,Regine Pibsworth,Comic
"Karate Kid, Part III, The",862,Mirilla Hodges,Comic
Nightwatch,863,Allison Adney,Educacion
"Sick: The Life & Death of Bob Flanagan, Supermasochist",864,Casar Wyleman,Comedia
From B Movie to Cult Film: Western,865,Kiel Bert,Comic
The Party,866,Jacquelyn Lovick,Comic
"Cremator, The (Spalovac mrtvol)",867,Shoshana Dowman,Comic
Down and Out with the Dolls,868,Valenka Growy,Educacion
Keep Your Distance,869,Lindie Local,Comic
Supernova,870,Selene Custard,Comedia
Scatter My Ashes at Bergdorf's,871,Vale Eckersall,Comic
Prophecy,872,Thornie Itzkowicz,Educacion
Return of the Living Dead: Necropolis,873,Mable McConnal,Educacion
Ten Canoes,874,Keven Lensch,Comic
Night on Earth,875,Jerad Sutter,Fabula
They Were Expendable,876,Frans Haseldine,Comic
Marked for Death,877,Kathi Gainfort,Comedia
"Viking, The",878,Reggi Sawforde,Comic
Season's Greetings,879,Dante Greatrex,Comic
Protector (Protektor),880,Dar Liell,Comic
"Crash Reel, The",881,Aldwin Baumadier,Comic
"Wild One, The",882,Ashlee de Almeida,Educacion
Canned Dreams (Säilöttyjä unelmia),883,Gwyneth O'Hannen,Comic
My Blue Heaven,884,Stacie Westrip,Comic
Hangman's Knot,885,Kain Cardero,Comic
Welcome,886,Rebekkah Croneen,Fabula
Sharpe's Eagle,887,Nanny McAlees,Romantico
Superproduction (Superprodukcja),888,Emiline Baudin,Comic
Masterminds,889,Vincenz Staves,Comedia
Deadly Friend,890,Belva Wagg,Comic
Stormy Monday,891,Wendie Ladon,Comic
Shout,892,Jacklyn Carhart,Fabula
To Be Takei,893,Jeanine Bonafacino,Ficcion
Drunks,894,Elisabeth Colam,Comic
French Kiss,895,Ransom Gerred,Comic
"Life of Reilly, The",896,Jania Alloisi,Comic
Dark Angel (I Come in Peace),897,Leone Phibb,Ilustrado
"Man Without a Past, The (Mies vailla menneisyyttä)",898,Berthe Del Monte,Educacion
Rafa,899,Janifer Kinsley,Comic
Mimic 2,900,Dukey McCooke,Educacion
Bomb the System,901,Glad Inseal,Educacion
"Sisterhood of the Traveling Pants 2, The",902,Zaria Lantry,Comic
No Small Affair,903,Leupold MacMichael,Comedia
"Elvira, Mistress of the Dark",904,Biddy Pitkeathly,Romantico
Shakespeare in Love,905,Lu Fursey,Comedia
Talaash,906,Ricky Laurent,Educacion
Food of the Gods II,907,Towny Brockhouse,Cuento
Beware of a Holy Whore (Warnung vor einer heiligen Nutte),908,Rosalinda Gooding,Educacion
Sicily! (Sicilia!),909,Sam Guillond,Comic
Here Comes the Boom,910,Seline Bartoloma,Comic
Treasure of the Yankee Zephyr (Race for the Yankee Zephyr),911,Claudian Witterick,Educacion
"Locals, The",912,Delbert Madgewick,Fabula
Barfly,913,Granny Blaze,Educacion
"Hunt, The (Jagten)",914,Reagen Chessum,Comic
Illegal Tender,915,Joshuah Lamprecht,Comic
Nobody Knows Anybody (Nadie conoce a nadie),916,Sammy Chate,Romantico
Reclaim,917,Giavani Bensen,Comic
Mother Knows Best,918,Jorry Monson,Fabula
Mr. Popper's Penguins,919,Clementia Bond,Educacion
"Last Temptation of Christ, The",920,Glynn Schaumann,Educacion
Frozen,921,Elene Jahnke,Fabula
O Lucky Man!,922,Anneliese Bunney,Comic
My Amityville Horror,923,Lynna Float,Educacion
Heaven & Earth,924,Hunfredo Marriot,Comic
"Soviet Story, The",925,Dedie Goretti,Comic
Sidewalks of London (St. Martin's Lane),926,Tobias Levington,Comic
"Wild Blue Yonder, The",927,Judah Work,Comic
Bright Lights (Adventures in Africa),928,Thomas Turner,Educacion
Heroic Purgatory (Rengoku eroica),929,Farlee Ivanyushkin,Educacion
Silverado,930,Milli Beves,Educacion
Hostel: Part II,931,Bobbi McParland,Comic
"Aviator's Wife, The (La femme de l'aviateur)",932,Rosamund Sallnow,Comic
"Beauty and the Beast (Belle et la bête, La)",933,Felipe Jessup,Educacion
Living in Emergency: Stories of Doctors Without Borders,934,Hasheem Cure,Comic
"Learning Curve, The",935,Ivette Shillito,Ilustrado
"Skylab, Le",936,Maia Norcock,Fabula
Caught,937,Rosabel Berceros,Educacion
"Marquise of O, The (Marquise von O..., Die)",938,Jobey Dossit,Fabula
"Man of No Importance, A",939,Dillon Midson,Comic
Bob Roberts,940,Rutger Stidworthy,Educacion
Blood Trails ,941,Hamlin Soule,Comic
Empire State,942,Rubia Malling,Comic
"Terrorist, The (a.k.a. Malli) (Theeviravaathi)",943,Chrysler Bleaden,Ilustrado
"Color of Paradise, The (Rang-e khoda)",944,Nathanial Hayward,Comic
Quatermass 2 (Enemy from Space),945,Lanna Tourle,Comic
Russell Peters: Outsourced,946,Holli Dittson,Comic
Dead Ringer,947,Cookie Hydes,Educacion
Life Partners,948,Gibb Balcon,Educacion
I.Q.,949,Archambault Essery,Comic
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",950,Inger Whettleton,Comic
Act Da Fool,951,Diarmid Rebanks,Fabula
Angels and Insects,952,Desiree Houlaghan,Educacion
No Way Home,953,Gris Greengrass,Comic
Native Son,954,Kirstin Bunten,Comic
Pitch Black,955,Marylee Moorcraft,Comic
"Wedding Director, The (Il regista di matrimoni)",956,Gilda Fowgies,Comic
"Producers, The",957,Kaitlyn Tomik,Comic
"Colonel Chabert, Le",958,Danyette Legon,Fabula
"New Wave, A",959,Agna Earney,Educacion
American Crude,960,Roby Osman,Romantico
"Law of Enclosures, The",961,Denis Drever,Educacion
"Secrets, The (Sodot, Ha-)",962,Dania Busson,Comic
Metal: A Headbanger's Journey,963,Rayner Cawkill,Comic
I Will Buy You (Anata kaimasu),964,Sonnnie Cleve,Comic
The Damned,965,Edd Tithacott,Educacion
Los Flamencos,966,Zara Roisen,Comic
If You Only Knew,967,Alberta Pleavin,Comic
"Boynton Beach Bereavement Club, The",968,Creighton O'Donnell,Comic
Men to Kiss,969,Drusie Gernier,Fabula
Dark Tide,970,Obed Boughtflower,Comic
Bad Men of Missouri,971,Remus Riediger,Educacion
Rainy Dog (Gokudô kuroshakai),972,Amalea Succamore,Comic
Incendiary,973,Jilleen Hidderley,Comedia
"Guy Named Joe, A",974,Lisa Gibbetts,Fabula
California Solo,975,Siffre Snap,Educacion
"Sarah, Plain and Tall",976,Coral Tarry,Comic
Arctic Tale,977,Ilario Cheeld,Comic
"Aristocats, The",978,Hillery Denerley,Comic
"What's in a Name (Prénom, Le)",979,Lanie Buchan,Educacion
Empty Nest (El nido vacío),980,Saunderson Vance,Educacion
Trouble Bound,981,Rivi Cosin,Educacion
They Have Escaped (He ovat paenneet),982,Freeman Tregoning,Comic
"Last Samurai, The",983,Joelly Foan,Educacion
"Road to Brown, The",984,Jessica Schaffel,Comic
"Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse)",985,Lucho Pulver,Ilustrado
Never Ever! (Nigdy w zyciu!),986,Hendrika Pyvis,Comic
Madame Butterfly,987,Burlie Rogerson,Comic
Sweet November,988,Garik Coupe,Comic
"Story of Esther Costello, The",989,Benoit Grimes,Comic
Hearts of Darkness: A Filmmakers Apocalypse,990,Cirillo Cohen,Comic
"True Story of Jesse James, The",991,Evered Arnecke,Comedia
Cooperstown,992,Florri Cuttle,Romantico
Colpo in canna,993,Berri Eastment,Educacion
In Secret,994,Pauli Douty,Educacion
Pavement: Slow Century,995,Janaye Boneham,Fabula
I Love You Again,996,Baldwin Queenborough,Comedia
"Pear Tree, The (Derakhte Golabi)",997,Nicky Snare,Comic
Ride the Pink Horse,998,Abigail Gatlin,Educacion
